ds,state_id,store_id,y
2012-02-01,WI,WI_1,2
2012-02-01,WI,WI_2,2
2012-02-01,WI,WI_3,12
2012-02-02,CA,CA_1,9
2012-02-02,CA,CA_2,2
2012-02-02,CA,CA_3,17
2012-02-02,CA,CA_4,1
2012-02-02,TX,TX_1,1
2012-02-02,TX,TX_2,2
2012-02-02,TX,TX_3,0
2012-02-02,WI,WI_1,1
2012-02-02,WI,WI_2,4
2012-02-02,WI,WI_3,1
2012-02-03,CA,CA_1,12
2012-02-03,CA,CA_2,2
2012-02-03,CA,CA_3,18
2012-02-03,CA,CA_4,0
2012-02-03,TX,TX_1,0
2012-02-03,TX,TX_2,1
2012-02-03,TX,TX_3,1
2012-02-03,WI,WI_1,4
2012-02-03,WI,WI_2,11
2012-02-03,WI,WI_3,0
2012-02-04,CA,CA_1,18
2012-02-04,CA,CA_2,2
2012-02-04,CA,CA_3,23
2012-02-04,CA,CA_4,5
2012-02-04,TX,TX_1,2
2012-02-04,TX,TX_2,8
2012-02-04,TX,TX_3,3
2012-02-04,WI,WI_1,11
2012-02-04,WI,WI_2,5
2012-02-04,WI,WI_3,0
2012-02-05,CA,CA_1,5
2012-02-05,CA,CA_2,4
2012-02-05,CA,CA_3,6
2012-02-05,CA,CA_4,3
2012-02-05,TX,TX_1,3
2012-02-05,TX,TX_2,5
2012-02-05,TX,TX_3,5
2012-02-05,WI,WI_1,6
2012-02-05,WI,WI_2,2
2012-02-05,WI,WI_3,7
2012-02-06,CA,CA_1,12
2012-02-06,CA,CA_2,2
2012-02-06,CA,CA_3,4
2012-02-06,CA,CA_4,4
2012-02-06,TX,TX_1,2
2012-02-06,TX,TX_2,5
2012-02-06,TX,TX_3,4
2012-02-06,WI,WI_1,6
2012-02-06,WI,WI_2,5
2012-02-06,WI,WI_3,4
2012-02-07,CA,CA_1,3
2012-02-07,CA,CA_2,3
2012-02-07,CA,CA_3,10
2012-02-07,CA,CA_4,2
2012-02-07,TX,TX_1,0
2012-02-07,TX,TX_2,4
2012-02-07,TX,TX_3,4
2012-02-07,WI,WI_1,0
2012-02-07,WI,WI_2,0
2012-02-07,WI,WI_3,6
2012-02-08,CA,CA_1,9
2012-02-08,CA,CA_2,0
2012-02-08,CA,CA_3,7
2012-02-08,CA,CA_4,1
2012-02-08,TX,TX_1,1
2012-02-08,TX,TX_2,1
2012-02-08,TX,TX_3,0
2012-02-08,WI,WI_1,6
2012-02-08,WI,WI_2,2
2012-02-08,WI,WI_3,18
2012-02-09,CA,CA_1,6
2012-02-09,CA,CA_2,1
2012-02-09,CA,CA_3,5
2012-02-09,CA,CA_4,6
2012-02-09,TX,TX_1,0
2012-02-09,TX,TX_2,0
2012-02-09,TX,TX_3,0
2012-02-09,WI,WI_1,6
2012-02-09,WI,WI_2,3
2012-02-09,WI,WI_3,1
2012-02-10,CA,CA_1,7
2012-02-10,CA,CA_2,5
2012-02-10,CA,CA_3,20
2012-02-10,CA,CA_4,0
2012-02-10,TX,TX_1,0
2012-02-10,TX,TX_2,1
2012-02-10,TX,TX_3,0
2012-02-10,WI,WI_1,0
2012-02-10,WI,WI_2,7
2012-02-10,WI,WI_3,6
2012-02-11,CA,CA_1,10
2012-02-11,CA,CA_2,6
2012-02-11,CA,CA_3,5
2012-02-11,CA,CA_4,0
2012-02-11,TX,TX_1,1
2012-02-11,TX,TX_2,2
2012-02-11,TX,TX_3,0
2012-02-11,WI,WI_1,6
2012-02-11,WI,WI_2,1
2012-02-11,WI,WI_3,7
2012-02-12,CA,CA_1,7
2012-02-12,CA,CA_2,4
2012-02-12,CA,CA_3,28
2012-02-12,CA,CA_4,4
2012-02-12,TX,TX_1,7
2012-02-12,TX,TX_2,3
2012-02-12,TX,TX_3,2
2012-02-12,WI,WI_1,4
2012-02-12,WI,WI_2,2
2012-02-12,WI,WI_3,12
2012-02-13,CA,CA_1,4
2012-02-13,CA,CA_2,4
2012-02-13,CA,CA_3,13
2012-02-13,CA,CA_4,2
2012-02-13,TX,TX_1,0
2012-02-13,TX,TX_2,1
2012-02-13,TX,TX_3,4
2012-02-13,WI,WI_1,5
2012-02-13,WI,WI_2,2
2012-02-13,WI,WI_3,8
2012-02-14,CA,CA_1,1
2012-02-14,CA,CA_2,4
2012-02-14,CA,CA_3,7
2012-02-14,CA,CA_4,3
2012-02-14,TX,TX_1,0
2012-02-14,TX,TX_2,6
2012-02-14,TX,TX_3,6
2012-02-14,WI,WI_1,1
2012-02-14,WI,WI_2,0
2012-02-14,WI,WI_3,3
2012-02-15,CA,CA_1,10
2012-02-15,CA,CA_2,4
2012-02-15,CA,CA_3,9
2012-02-15,CA,CA_4,2
2012-02-15,TX,TX_1,1
2012-02-15,TX,TX_2,3
2012-02-15,TX,TX_3,1
2012-02-15,WI,WI_1,5
2012-02-15,WI,WI_2,3
2012-02-15,WI,WI_3,11
2012-02-16,CA,CA_1,2
2012-02-16,CA,CA_2,2
2012-02-16,CA,CA_3,9
2012-02-16,CA,CA_4,0
2012-02-16,TX,TX_1,2
2012-02-16,TX,TX_2,1
2012-02-16,TX,TX_3,2
2012-02-16,WI,WI_1,5
2012-02-16,WI,WI_2,2
2012-02-16,WI,WI_3,8
2012-02-17,CA,CA_1,4
2012-02-17,CA,CA_2,1
2012-02-17,CA,CA_3,1
2012-02-17,CA,CA_4,0
2012-02-17,TX,TX_1,0
2012-02-17,TX,TX_2,0
2012-02-17,TX,TX_3,3
2012-02-17,WI,WI_1,1
2012-02-17,WI,WI_2,6
2012-02-17,WI,WI_3,7
2012-02-18,CA,CA_1,6
2012-02-18,CA,CA_2,6
2012-02-18,CA,CA_3,7
2012-02-18,CA,CA_4,2
2012-02-18,TX,TX_1,0
2012-02-18,TX,TX_2,0
2012-02-18,TX,TX_3,7
2012-02-18,WI,WI_1,6
2012-02-18,WI,WI_2,1
2012-02-18,WI,WI_3,6
2012-02-19,CA,CA_1,10
2012-02-19,CA,CA_2,8
2012-02-19,CA,CA_3,6
2012-02-19,CA,CA_4,4
2012-02-19,TX,TX_1,1
2012-02-19,TX,TX_2,7
2012-02-19,TX,TX_3,2
2012-02-19,WI,WI_1,0
2012-02-19,WI,WI_2,2
2012-02-19,WI,WI_3,6
2012-02-20,CA,CA_1,5
2012-02-20,CA,CA_2,2
2012-02-20,CA,CA_3,14
2012-02-20,CA,CA_4,2
2012-02-20,TX,TX_1,1
2012-02-20,TX,TX_2,1
2012-02-20,TX,TX_3,1
2012-02-20,WI,WI_1,2
2012-02-20,WI,WI_2,2
2012-02-20,WI,WI_3,7
2012-02-21,CA,CA_1,2
2012-02-21,CA,CA_2,1
2012-02-21,CA,CA_3,13
2012-02-21,CA,CA_4,3
2012-02-21,TX,TX_1,1
2012-02-21,TX,TX_2,4
2012-02-21,TX,TX_3,2
2012-02-21,WI,WI_1,2
2012-02-21,WI,WI_2,3
2012-02-21,WI,WI_3,4
2012-02-22,CA,CA_1,4
2012-02-22,CA,CA_2,6
2012-02-22,CA,CA_3,4
2012-02-22,CA,CA_4,0
2012-02-22,TX,TX_1,1
2012-02-22,TX,TX_2,0
2012-02-22,TX,TX_3,3
2012-02-22,WI,WI_1,4
2012-02-22,WI,WI_2,2
2012-02-22,WI,WI_3,3
2012-02-23,CA,CA_1,3
2012-02-23,CA,CA_2,2
2012-02-23,CA,CA_3,3
2012-02-23,CA,CA_4,0
2012-02-23,TX,TX_1,1
2012-02-23,TX,TX_2,0
2012-02-23,TX,TX_3,4
2012-02-23,WI,WI_1,7
2012-02-23,WI,WI_2,1
2012-02-23,WI,WI_3,4
2012-02-24,CA,CA_1,1
2012-02-24,CA,CA_2,1
2012-02-24,CA,CA_3,9
2012-02-24,CA,CA_4,4
2012-02-24,TX,TX_1,0
2012-02-24,TX,TX_2,0
2012-02-24,TX,TX_3,4
2012-02-24,WI,WI_1,5
2012-02-24,WI,WI_2,3
2012-02-24,WI,WI_3,9
2012-02-25,CA,CA_1,3
2012-02-25,CA,CA_2,4
2012-02-25,CA,CA_3,0
2012-02-25,CA,CA_4,8
2012-02-25,TX,TX_1,2
2012-02-25,TX,TX_2,3
2012-02-25,TX,TX_3,6
2012-02-25,WI,WI_1,3
2012-02-25,WI,WI_2,0
2012-02-25,WI,WI_3,0
2012-02-26,CA,CA_1,5
2012-02-26,CA,CA_2,2
2012-02-26,CA,CA_3,0
2012-02-26,CA,CA_4,0
2012-02-26,TX,TX_1,1
2012-02-26,TX,TX_2,1
2012-02-26,TX,TX_3,6
2012-02-26,WI,WI_1,5
2012-02-26,WI,WI_2,0
2012-02-26,WI,WI_3,0
2012-02-27,CA,CA_1,6
2012-02-27,CA,CA_2,5
2012-02-27,CA,CA_3,0
2012-02-27,CA,CA_4,0
2012-02-27,TX,TX_1,0
2012-02-27,TX,TX_2,1
2012-02-27,TX,TX_3,1
2012-02-27,WI,WI_1,3
2012-02-27,WI,WI_2,2
2012-02-27,WI,WI_3,0
2012-02-28,CA,CA_1,0
2012-02-28,CA,CA_2,1
2012-02-28,CA,CA_3,1
2012-02-28,CA,CA_4,0
2012-02-28,TX,TX_1,0
2012-02-28,TX,TX_2,0
2012-02-28,TX,TX_3,3
2012-02-28,WI,WI_1,9
2012-02-28,WI,WI_2,1
2012-02-28,WI,WI_3,0
2012-02-29,CA,CA_1,2
2012-02-29,CA,CA_2,0
2012-02-29,CA,CA_3,5
2012-02-29,CA,CA_4,0
2012-02-29,TX,TX_1,0
2012-02-29,TX,TX_2,0
2012-02-29,TX,TX_3,1
2012-02-29,WI,WI_1,0
2012-02-29,WI,WI_2,0
2012-02-29,WI,WI_3,10
2012-03-01,CA,CA_1,0
2012-03-01,CA,CA_2,0
2012-03-01,CA,CA_3,11
2012-03-01,CA,CA_4,0
2012-03-01,TX,TX_1,1
2012-03-01,TX,TX_2,1
2012-03-01,TX,TX_3,2
2012-03-01,WI,WI_1,2
2012-03-01,WI,WI_2,0
2012-03-01,WI,WI_3,7
2012-03-02,CA,CA_1,0
2012-03-02,CA,CA_2,0
2012-03-02,CA,CA_3,4
2012-03-02,CA,CA_4,0
2012-03-02,TX,TX_1,0
2012-03-02,TX,TX_2,10
2012-03-02,TX,TX_3,2
2012-03-02,WI,WI_1,1
2012-03-02,WI,WI_2,2
2012-03-02,WI,WI_3,12
2012-03-03,CA,CA_1,6
2012-03-03,CA,CA_2,5
2012-03-03,CA,CA_3,17
2012-03-03,CA,CA_4,4
2012-03-03,TX,TX_1,1
2012-03-03,TX,TX_2,3
2012-03-03,TX,TX_3,1
2012-03-03,WI,WI_1,7
2012-03-03,WI,WI_2,5
2012-03-03,WI,WI_3,12
2012-03-04,CA,CA_1,16
2012-03-04,CA,CA_2,2
2012-03-04,CA,CA_3,11
2012-03-04,CA,CA_4,5
2012-03-04,TX,TX_1,3
2012-03-04,TX,TX_2,6
2012-03-04,TX,TX_3,3
2012-03-04,WI,WI_1,0
2012-03-04,WI,WI_2,1
2012-03-04,WI,WI_3,4
2012-03-05,CA,CA_1,19
2012-03-05,CA,CA_2,1
2012-03-05,CA,CA_3,9
2012-03-05,CA,CA_4,0
2012-03-05,TX,TX_1,3
2012-03-05,TX,TX_2,4
2012-03-05,TX,TX_3,2
2012-03-05,WI,WI_1,0
2012-03-05,WI,WI_2,3
2012-03-05,WI,WI_3,10
2012-03-06,CA,CA_1,5
2012-03-06,CA,CA_2,2
2012-03-06,CA,CA_3,5
2012-03-06,CA,CA_4,0
2012-03-06,TX,TX_1,0
2012-03-06,TX,TX_2,2
2012-03-06,TX,TX_3,2
2012-03-06,WI,WI_1,6
2012-03-06,WI,WI_2,3
2012-03-06,WI,WI_3,4
2012-03-07,CA,CA_1,1
2012-03-07,CA,CA_2,2
2012-03-07,CA,CA_3,12
2012-03-07,CA,CA_4,1
2012-03-07,TX,TX_1,0
2012-03-07,TX,TX_2,3
2012-03-07,TX,TX_3,3
2012-03-07,WI,WI_1,1
2012-03-07,WI,WI_2,1
2012-03-07,WI,WI_3,4
2012-03-08,CA,CA_1,3
2012-03-08,CA,CA_2,0
2012-03-08,CA,CA_3,11
2012-03-08,CA,CA_4,0
2012-03-08,TX,TX_1,7
2012-03-08,TX,TX_2,0
2012-03-08,TX,TX_3,2
2012-03-08,WI,WI_1,1
2012-03-08,WI,WI_2,2
2012-03-08,WI,WI_3,6
2012-03-09,CA,CA_1,7
2012-03-09,CA,CA_2,2
2012-03-09,CA,CA_3,15
2012-03-09,CA,CA_4,2
2012-03-09,TX,TX_1,2
2012-03-09,TX,TX_2,0
2012-03-09,TX,TX_3,0
2012-03-09,WI,WI_1,4
2012-03-09,WI,WI_2,4
2012-03-09,WI,WI_3,11
2012-03-10,CA,CA_1,3
2012-03-10,CA,CA_2,5
2012-03-10,CA,CA_3,8
2012-03-10,CA,CA_4,5
2012-03-10,TX,TX_1,2
2012-03-10,TX,TX_2,5
2012-03-10,TX,TX_3,3
2012-03-10,WI,WI_1,11
2012-03-10,WI,WI_2,3
2012-03-10,WI,WI_3,9
2012-03-11,CA,CA_1,3
2012-03-11,CA,CA_2,2
2012-03-11,CA,CA_3,7
2012-03-11,CA,CA_4,2
2012-03-11,TX,TX_1,1
2012-03-11,TX,TX_2,3
2012-03-11,TX,TX_3,2
2012-03-11,WI,WI_1,0
2012-03-11,WI,WI_2,5
2012-03-11,WI,WI_3,7
2012-03-12,CA,CA_1,3
2012-03-12,CA,CA_2,11
2012-03-12,CA,CA_3,17
2012-03-12,CA,CA_4,2
2012-03-12,TX,TX_1,1
2012-03-12,TX,TX_2,3
2012-03-12,TX,TX_3,5
2012-03-12,WI,WI_1,1
2012-03-12,WI,WI_2,2
2012-03-12,WI,WI_3,8
2012-03-13,CA,CA_1,4
2012-03-13,CA,CA_2,2
2012-03-13,CA,CA_3,5
2012-03-13,CA,CA_4,4
2012-03-13,TX,TX_1,1
2012-03-13,TX,TX_2,2
2012-03-13,TX,TX_3,2
2012-03-13,WI,WI_1,0
2012-03-13,WI,WI_2,9
2012-03-13,WI,WI_3,3
2012-03-14,CA,CA_1,1
2012-03-14,CA,CA_2,0
2012-03-14,CA,CA_3,5
2012-03-14,CA,CA_4,1
2012-03-14,TX,TX_1,1
2012-03-14,TX,TX_2,1
2012-03-14,TX,TX_3,1
2012-03-14,WI,WI_1,3
2012-03-14,WI,WI_2,1
2012-03-14,WI,WI_3,10
2012-03-15,CA,CA_1,0
2012-03-15,CA,CA_2,5
2012-03-15,CA,CA_3,4
2012-03-15,CA,CA_4,1
2012-03-15,TX,TX_1,2
2012-03-15,TX,TX_2,5
2012-03-15,TX,TX_3,0
2012-03-15,WI,WI_1,8
2012-03-15,WI,WI_2,2
2012-03-15,WI,WI_3,8
2012-03-16,CA,CA_1,4
2012-03-16,CA,CA_2,4
2012-03-16,CA,CA_3,8
2012-03-16,CA,CA_4,1
2012-03-16,TX,TX_1,1
2012-03-16,TX,TX_2,3
2012-03-16,TX,TX_3,3
2012-03-16,WI,WI_1,3
2012-03-16,WI,WI_2,4
2012-03-16,WI,WI_3,5
2012-03-17,CA,CA_1,4
2012-03-17,CA,CA_2,0
2012-03-17,CA,CA_3,6
2012-03-17,CA,CA_4,7
2012-03-17,TX,TX_1,2
2012-03-17,TX,TX_2,2
2012-03-17,TX,TX_3,8
2012-03-17,WI,WI_1,9
2012-03-17,WI,WI_2,3
2012-03-17,WI,WI_3,9
2012-03-18,CA,CA_1,10
2012-03-18,CA,CA_2,2
2012-03-18,CA,CA_3,13
2012-03-18,CA,CA_4,0
2012-03-18,TX,TX_1,3
2012-03-18,TX,TX_2,5
2012-03-18,TX,TX_3,2
2012-03-18,WI,WI_1,1
2012-03-18,WI,WI_2,3
2012-03-18,WI,WI_3,11
2012-03-19,CA,CA_1,1
2012-03-19,CA,CA_2,4
2012-03-19,CA,CA_3,1
2012-03-19,CA,CA_4,0
2012-03-19,TX,TX_1,0
2012-03-19,TX,TX_2,1
2012-03-19,TX,TX_3,2
2012-03-19,WI,WI_1,2
2012-03-19,WI,WI_2,0
2012-03-19,WI,WI_3,2
2012-03-20,CA,CA_1,3
2012-03-20,CA,CA_2,0
2012-03-20,CA,CA_3,2
2012-03-20,CA,CA_4,1
2012-03-20,TX,TX_1,0
2012-03-20,TX,TX_2,3
2012-03-20,TX,TX_3,0
2012-03-20,WI,WI_1,3
2012-03-20,WI,WI_2,0
2012-03-20,WI,WI_3,9
2012-03-21,CA,CA_1,0
2012-03-21,CA,CA_2,0
2012-03-21,CA,CA_3,6
2012-03-21,CA,CA_4,4
2012-03-21,TX,TX_1,0
2012-03-21,TX,TX_2,2
2012-03-21,TX,TX_3,0
2012-03-21,WI,WI_1,11
2012-03-21,WI,WI_2,1
2012-03-21,WI,WI_3,10
2012-03-22,CA,CA_1,4
2012-03-22,CA,CA_2,0
2012-03-22,CA,CA_3,4
2012-03-22,CA,CA_4,1
2012-03-22,TX,TX_1,0
2012-03-22,TX,TX_2,0
2012-03-22,TX,TX_3,1
2012-03-22,WI,WI_1,4
2012-03-22,WI,WI_2,0
2012-03-22,WI,WI_3,4
2012-03-23,CA,CA_1,7
2012-03-23,CA,CA_2,2
